job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y,id_var
admin.,married,professional.course,unknown,no,no,telephone,jun,tue,nonexistent,no,61433
blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,nonexistent,no,59661
technician,single,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no,45705
entrepreneur,married,basic.4y,no,yes,no,telephone,jun,tue,nonexistent,no,54178
management,married,unknown,unknown,no,no,telephone,jun,tue,nonexistent,no,47559
services,single,basic.6y,unknown,no,no,telephone,jun,tue,nonexistent,no,35256
entrepreneur,married,basic.9y,no,no,no,telephone,jun,tue,nonexistent,no,66507
blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,nonexistent,no,45954
blue-collar,divorced,basic.4y,unknown,no,yes,telephone,jun,tue,nonexistent,no,38734
blue-collar,single,basic.4y,no,yes,no,telephone,jun,tue,nonexistent,no,38497
retired,married,basic.4y,no,yes,no,telephone,jun,tue,nonexistent,no,46796
unemployed,married,university.degree,unknown,no,no,telephone,jun,tue,nonexistent,no,62340
management,single,university.degree,no,no,no,telephone,jun,tue,nonexistent,no,55839
technician,single,university.degree,no,no,no,telephone,jun,tue,nonexistent,yes,58328
management,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no,37193
blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,nonexistent,no,73030
technician,married,professional.course,no,no,yes,telephone,jun,tue,nonexistent,no,65075
admin.,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no,63092
blue-collar,single,high.school,no,no,no,telephone,jun,tue,nonexistent,no,45441
blue-collar,married,unknown,no,no,no,telephone,jun,tue,nonexistent,no,63723
blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,nonexistent,yes,38109
blue-collar,married,basic.6y,no,unknown,unknown,telephone,jun,tue,nonexistent,no,47447
blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,nonexistent,no,58831
housemaid,married,basic.9y,no,no,no,telephone,jun,tue,nonexistent,no,43523
technician,married,university.degree,unknown,yes,no,telephone,jun,tue,nonexistent,no,57163
technician,married,professional.course,no,yes,no,telephone,jun,tue,nonexistent,no,41014
blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,nonexistent,no,60304
admin.,married,high.school,no,yes,no,telephone,jun,tue,nonexistent,no,70148
blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,nonexistent,no,51351
services,single,high.school,no,yes,no,telephone,jun,tue,nonexistent,no,37022
admin.,married,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no,39419
blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,nonexistent,no,56682
technician,married,university.degree,unknown,no,no,telephone,jun,tue,nonexistent,no,45051
retired,single,high.school,no,no,yes,telephone,jun,tue,nonexistent,no,42717
admin.,single,high.school,no,no,no,telephone,jun,tue,nonexistent,no,62244
blue-collar,single,high.school,no,no,no,telephone,jun,tue,nonexistent,yes,44019
admin.,married,high.school,no,no,yes,telephone,jun,tue,nonexistent,no,37368
unemployed,divorced,high.school,no,no,no,telephone,jun,tue,nonexistent,no,57964
admin.,married,high.school,no,yes,no,telephone,jun,tue,nonexistent,no,42547
student,single,university.degree,no,unknown,unknown,telephone,jun,tue,nonexistent,no,60972
blue-collar,single,basic.4y,unknown,yes,no,telephone,jun,tue,nonexistent,no,47534
unemployed,married,professional.course,no,no,no,telephone,jun,tue,nonexistent,no,70192
self-employed,married,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no,66088
services,married,high.school,unknown,yes,no,telephone,jun,tue,nonexistent,no,48439
blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,nonexistent,no,67816
management,divorced,university.degree,unknown,no,no,telephone,jun,tue,nonexistent,no,73195
blue-collar,divorced,basic.9y,unknown,no,no,telephone,jun,tue,nonexistent,no,50020
unknown,single,unknown,unknown,yes,no,telephone,jun,tue,nonexistent,no,61304
entrepreneur,married,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no,65735
blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,nonexistent,no,45623
housemaid,single,unknown,no,no,yes,telephone,jun,tue,nonexistent,no,40398
technician,married,basic.9y,no,yes,no,telephone,jun,tue,nonexistent,no,44790
retired,divorced,university.degree,no,yes,yes,telephone,jun,tue,nonexistent,no,54538
services,married,high.school,unknown,no,yes,telephone,jun,tue,nonexistent,no,46530
blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,nonexistent,no,73727
management,married,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no,51102
technician,married,professional.course,no,yes,yes,telephone,jun,tue,nonexistent,no,38477
blue-collar,married,basic.4y,no,no,yes,telephone,jun,tue,nonexistent,no,42121
management,single,university.degree,no,no,no,telephone,jun,tue,nonexistent,no,65106
management,married,university.degree,unknown,no,no,telephone,jun,tue,nonexistent,no,48259
blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,nonexistent,no,64928
blue-collar,single,basic.9y,unknown,yes,no,telephone,jun,tue,nonexistent,no,37222
services,married,high.school,unknown,no,no,telephone,jun,tue,nonexistent,no,44120
blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,nonexistent,no,56865
technician,married,high.school,no,yes,no,telephone,jun,tue,nonexistent,no,48784
retired,married,basic.4y,no,no,no,telephone,jun,tue,nonexistent,no,55693
blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,nonexistent,no,62788
blue-collar,married,basic.4y,no,no,yes,telephone,jun,tue,nonexistent,no,48550
blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,nonexistent,no,35671
technician,married,basic.6y,unknown,no,no,telephone,jun,tue,nonexistent,no,61454
blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,nonexistent,no,35096
retired,divorced,basic.4y,unknown,yes,no,telephone,jun,tue,nonexistent,no,41306
blue-collar,single,high.school,no,yes,yes,telephone,jun,tue,nonexistent,no,49971
admin.,single,university.degree,no,no,yes,telephone,jun,tue,nonexistent,no,66622
admin.,single,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no,44827
blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,nonexistent,no,47320
self-employed,married,professional.course,no,yes,no,telephone,jun,tue,nonexistent,no,45743
student,single,basic.9y,no,yes,no,telephone,jun,tue,nonexistent,no,71947
admin.,single,high.school,no,no,no,telephone,jun,tue,nonexistent,no,73929
services,married,high.school,unknown,yes,no,telephone,jun,tue,nonexistent,no,34862
management,married,university.degree,no,yes,yes,telephone,jun,tue,nonexistent,yes,47133
blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,nonexistent,no,56250
entrepreneur,married,university.degree,no,no,no,telephone,jun,tue,nonexistent,no,37788
entrepreneur,married,unknown,unknown,yes,no,telephone,jun,tue,nonexistent,no,62457
admin.,married,basic.9y,no,yes,no,telephone,jun,tue,nonexistent,no,71301
blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,nonexistent,no,68731
blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,nonexistent,no,45187
technician,married,professional.course,no,no,yes,telephone,jun,tue,nonexistent,no,48115
blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,nonexistent,no,54788
admin.,single,basic.9y,unknown,no,yes,telephone,jun,tue,nonexistent,no,73547
blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,nonexistent,no,39705
admin.,married,high.school,no,yes,no,telephone,jun,tue,nonexistent,no,38463
self-employed,married,basic.9y,unknown,yes,no,telephone,jun,tue,nonexistent,no,71838
blue-collar,married,high.school,unknown,no,no,telephone,jun,tue,nonexistent,no,62625
admin.,single,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no,44455
admin.,single,high.school,no,no,yes,telephone,jun,tue,nonexistent,no,68986
blue-collar,married,unknown,no,no,yes,telephone,jun,tue,nonexistent,no,69501
blue-collar,married,basic.9y,no,no,yes,telephone,jun,tue,nonexistent,no,69904
blue-collar,married,high.school,no,yes,no,telephone,jun,tue,nonexistent,no,40716
services,single,university.degree,unknown,no,yes,telephone,jun,tue,nonexistent,no,42607
admin.,married,basic.9y,no,no,yes,telephone,jun,tue,nonexistent,no,54745
blue-collar,married,basic.6y,no,no,yes,telephone,jun,tue,nonexistent,no,75657
technician,single,professional.course,unknown,no,no,telephone,jun,tue,nonexistent,no,36896
admin.,married,university.degree,no,no,no,telephone,jun,tue,nonexistent,no,54782
self-employed,married,basic.9y,no,no,yes,telephone,jun,tue,nonexistent,no,35214
self-employed,married,university.degree,unknown,yes,no,telephone,jun,tue,nonexistent,no,38226
technician,married,professional.course,no,yes,no,telephone,jun,tue,nonexistent,no,42040
admin.,single,university.degree,unknown,yes,no,telephone,jun,tue,nonexistent,yes,51712
management,married,basic.4y,unknown,yes,no,telephone,jun,tue,nonexistent,no,68796
management,married,university.degree,no,no,no,telephone,jun,tue,nonexistent,no,63490
blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,nonexistent,yes,45938
services,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no,57504
technician,married,university.degree,unknown,no,no,telephone,jun,tue,nonexistent,no,72683
blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,nonexistent,no,49072
admin.,single,university.degree,unknown,no,no,telephone,jun,tue,nonexistent,no,68802
blue-collar,single,basic.9y,unknown,yes,no,telephone,jun,tue,nonexistent,no,43036
technician,married,professional.course,no,yes,no,telephone,jun,tue,nonexistent,no,72784
unemployed,divorced,basic.9y,no,yes,no,telephone,jun,tue,nonexistent,no,36615
entrepreneur,married,unknown,no,no,no,telephone,jun,tue,nonexistent,no,36302
unknown,married,basic.4y,unknown,yes,no,telephone,jun,tue,nonexistent,no,38325
unemployed,married,professional.course,no,no,no,telephone,jun,tue,nonexistent,no,70609
blue-collar,married,basic.4y,no,yes,yes,telephone,jun,tue,nonexistent,no,48427
blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,nonexistent,no,38398
technician,single,university.degree,unknown,no,no,telephone,jun,tue,nonexistent,no,54160
retired,married,basic.9y,unknown,no,no,telephone,jun,tue,nonexistent,no,40108
admin.,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no,62623
admin.,married,university.degree,unknown,yes,no,telephone,jun,tue,nonexistent,no,61184
admin.,divorced,university.degree,no,no,no,telephone,jun,tue,nonexistent,no,53763
blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,nonexistent,no,72848
self-employed,married,basic.9y,no,yes,no,telephone,jun,tue,nonexistent,no,37389
management,married,university.degree,no,no,no,telephone,jun,tue,nonexistent,no,35155
blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,nonexistent,no,70711
management,married,university.degree,no,yes,yes,telephone,jun,tue,nonexistent,no,48237
services,married,high.school,unknown,yes,no,telephone,jun,tue,nonexistent,no,51014
services,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no,52861
services,married,high.school,unknown,no,no,telephone,jun,tue,nonexistent,no,69753
housemaid,married,basic.4y,no,unknown,unknown,telephone,jun,tue,nonexistent,no,35066
technician,divorced,unknown,no,yes,yes,telephone,jun,tue,nonexistent,no,66167
blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,nonexistent,yes,48700
blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,nonexistent,no,63127
blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,nonexistent,no,59417
admin.,married,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no,67613
services,married,high.school,unknown,yes,no,telephone,jun,tue,nonexistent,no,72655
admin.,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no,71253
admin.,married,high.school,no,yes,no,telephone,jun,tue,nonexistent,no,67908
blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,nonexistent,no,68145
management,divorced,university.degree,unknown,yes,no,telephone,jun,tue,nonexistent,no,37985
admin.,married,university.degree,no,no,no,telephone,jun,tue,nonexistent,no,69237
blue-collar,divorced,basic.9y,unknown,no,yes,telephone,jun,tue,nonexistent,no,34887
admin.,divorced,high.school,no,no,no,telephone,jun,tue,nonexistent,no,55010
admin.,divorced,professional.course,no,yes,no,telephone,jun,tue,nonexistent,no,72903
housemaid,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no,39932
admin.,divorced,university.degree,no,no,no,telephone,jun,tue,nonexistent,no,70229
admin.,single,high.school,no,yes,no,telephone,jun,tue,nonexistent,no,61543
admin.,married,high.school,no,yes,yes,telephone,jun,tue,nonexistent,no,72980
technician,married,university.degree,unknown,no,no,telephone,jun,tue,nonexistent,no,51629
management,single,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no,40078
blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,nonexistent,no,61994
services,married,high.school,no,no,yes,telephone,jun,tue,nonexistent,no,47252
admin.,single,high.school,unknown,no,no,telephone,jun,tue,nonexistent,no,72463
unemployed,married,basic.9y,no,no,no,telephone,jun,tue,nonexistent,no,61814
admin.,single,university.degree,no,no,no,telephone,jun,tue,nonexistent,no,35225
admin.,single,university.degree,no,no,no,telephone,jun,tue,nonexistent,no,73781
blue-collar,single,unknown,unknown,yes,no,telephone,jun,tue,nonexistent,no,56396
unemployed,married,basic.6y,no,yes,no,telephone,jun,tue,nonexistent,no,70459
admin.,married,basic.9y,no,no,no,telephone,jun,tue,nonexistent,no,47394
self-employed,married,university.degree,unknown,no,no,telephone,jun,tue,nonexistent,no,54511
technician,married,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no,52055
admin.,divorced,university.degree,no,no,no,telephone,jun,tue,nonexistent,no,70821
blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,nonexistent,no,48618
admin.,single,high.school,no,no,no,telephone,jun,tue,nonexistent,yes,70358
unemployed,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no,44000
admin.,married,university.degree,unknown,yes,no,telephone,jun,tue,nonexistent,no,48189
services,married,university.degree,unknown,yes,no,telephone,jun,tue,nonexistent,no,49604
blue-collar,single,basic.4y,no,no,no,telephone,jun,tue,nonexistent,no,69244
unemployed,divorced,basic.4y,no,yes,no,telephone,jun,tue,nonexistent,yes,37007
blue-collar,married,basic.6y,no,unknown,unknown,telephone,jun,tue,nonexistent,no,74669
management,married,university.degree,no,no,no,telephone,jun,tue,nonexistent,no,35798
blue-collar,single,high.school,no,yes,no,telephone,jun,tue,nonexistent,no,61312
blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,nonexistent,yes,50658
admin.,married,university.degree,unknown,no,no,telephone,jun,tue,nonexistent,no,39266
blue-collar,married,basic.9y,no,no,yes,telephone,jun,tue,nonexistent,yes,58225
student,single,university.degree,unknown,no,no,telephone,jun,tue,nonexistent,no,51633
services,single,high.school,no,no,no,telephone,jun,tue,nonexistent,no,43096
blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,nonexistent,no,48444
blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,nonexistent,no,59005
self-employed,married,university.degree,no,yes,no,telephone,jun,tue,nonexistent,no,48352
admin.,married,university.degree,unknown,no,no,telephone,jun,tue,nonexistent,no,45903
technician,married,professional.course,no,no,yes,telephone,jun,tue,nonexistent,no,71742
services,divorced,professional.course,no,no,no,telephone,jun,tue,nonexistent,no,61728
technician,married,professional.course,no,yes,no,telephone,jun,tue,nonexistent,no,59294
self-employed,married,university.degree,no,no,no,telephone,jun,tue,nonexistent,no,71372
blue-collar,single,high.school,no,yes,no,telephone,jun,tue,nonexistent,no,66205
blue-collar,married,basic.9y,no,yes,yes,telephone,jun,tue,nonexistent,no,40773
technician,married,professional.course,no,no,no,telephone,jun,tue,nonexistent,no,65380
admin.,married,high.school,no,no,no,telephone,jun,tue,nonexistent,no,50484
admin.,married,unknown,no,no,no,telephone,jun,tue,nonexistent,no,37515
blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,nonexistent,no,44439
admin.,married,professional.course,no,yes,no,telephone,jun,tue,nonexistent,no,57855
blue-collar,divorced,unknown,unknown,no,no,telephone,jun,tue,nonexistent,no,66715
blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,nonexistent,no,52061
